x,Stream,stream,Season,num,d,date,time,new.time,dt,station,temp,oxy,light,bp,z,dtime,bpcalc,sondemetabmodel
,SHA,Stream,Summer,126,NA,9/3/2021,14:50:00,21.8,9/3/2021 14:50,up,18,10.03,968.1,765.3,0.26,(09/03/21 14:50:00),743.0865549,10.25093339
,SHA,Stream,Summer,127,NA,9/3/2021,15:00:00,22,9/3/2021 15:00,up,18.11,10.08,699.3,765.37,0.26,(09/03/21 15:00:00),743.1627905,10.12717376
,SHA,Stream,Summer,128,NA,9/3/2021,15:10:00,22.2,9/3/2021 15:10,up,18.21,10.11,646.8,765.37,0.26,(09/03/21 15:10:00),743.1703009,9.951964201
,SHA,Stream,Summer,129,NA,9/3/2021,15:20:00,22.3,9/3/2021 15:20,up,18.31,10.07,768.6,765.3,0.26,(09/03/21 15:20:00),743.1098359,9.802373493
,SHA,Stream,Summer,130,NA,9/3/2021,15:30:00,22.5,9/3/2021 15:30,up,18.39,9.97,709.8,765.3,0.26,(09/03/21 15:30:00),743.115836,9.675351301
,SHA,Stream,Summer,131,NA,9/3/2021,15:40:00,22.7,9/3/2021 15:40,up,18.47,9.92,749.7,765.3,0.26,(09/03/21 15:40:00),743.1218329,9.554010376
,SHA,Stream,Summer,132,NA,9/3/2021,15:50:00,22.8,9/3/2021 15:50,up,18.57,9.93,699.3,765.3,0.26,(09/03/21 15:50:00),743.1293244,9.439315024
,SHA,Stream,Summer,133,NA,9/3/2021,16:00:00,23,9/3/2021 16:00,up,18.63,9.92,1136.1,765.15,0.26,(09/03/21 16:00:00),742.9881614,9.404757478
,SHA,Stream,Summer,134,NA,9/3/2021,16:10:00,23.2,9/3/2021 16:10,up,18.66,9.82,615.3,765.15,0.26,(09/03/21 16:10:00),742.9904065,9.356651036
,SHA,Stream,Summer,135,NA,9/3/2021,16:20:00,23.3,9/3/2021 16:20,up,18.69,9.73,373.8,765.07,0.26,(09/03/21 16:20:00),742.9149678,9.170109111
,SHA,Stream,Summer,136,NA,9/3/2021,16:30:00,23.5,9/3/2021 16:30,up,18.69,9.64,354.9,765,0.26,(09/03/21 16:30:00),742.8469949,8.950327278
,SHA,Stream,Summer,137,NA,9/3/2021,16:40:00,23.7,9/3/2021 16:40,up,18.65,9.52,552.3,764.7,0.26,(09/03/21 16:40:00),742.5526912,8.782196879
,SHA,Stream,Summer,138,NA,9/3/2021,16:50:00,23.8,9/3/2021 16:50,up,18.59,9.39,648.9,764.55,0.26,(09/03/21 16:50:00),742.402548,8.683297802
,SHA,Stream,Summer,139,NA,9/3/2021,17:00:00,24,9/3/2021 17:00,up,18.53,9.27,527.1,764.47,0.26,(09/03/21 17:00:00),742.3203766,8.588672871
,SHA,Stream,Summer,140,NA,9/3/2021,17:10:00,24.2,9/3/2021 17:10,up,18.46,9.13,417.9,764.25,0.26,(09/03/21 17:10:00),742.1015132,8.459645553
,SHA,Stream,Summer,141,NA,9/3/2021,17:20:00,24.3,9/3/2021 17:20,up,18.38,8.98,396.9,764.4,0.26,(09/03/21 17:20:00),742.2411759,8.318056062
,SHA,Stream,Summer,142,NA,9/3/2021,17:30:00,24.5,9/3/2021 17:30,up,18.3,8.77,396.9,764.1,0.26,(09/03/21 17:30:00),741.9438813,8.185270042
,SHA,Stream,Summer,143,NA,9/3/2021,17:40:00,24.7,9/3/2021 17:40,up,18.22,8.61,413.7,764.1,0.26,(09/03/21 17:40:00),741.937887,8.067479915
,SHA,Stream,Summer,144,NA,9/3/2021,17:50:00,24.8,9/3/2021 17:50,up,18.15,8.43,447.3,764.02,0.26,(09/03/21 17:50:00),741.8549602,7.969727013
,SHA,Stream,Summer,145,NA,9/3/2021,18:00:00,25,9/3/2021 18:00,up,18.09,8.29,394.8,764.02,0.26,(09/03/21 18:00:00),741.8504607,7.877295108
,SHA,Stream,Summer,146,NA,9/3/2021,18:10:00,25.2,9/3/2021 18:10,up,18.05,8.18,310.8,763.8,0.26,(09/03/21 18:10:00),741.6338446,7.767568969
,SHA,Stream,Summer,147,NA,9/3/2021,18:20:00,25.3,9/3/2021 18:20,up,18.01,8.06,340.2,763.65,0.26,(09/03/21 18:20:00),741.4851977,7.656978066
,SHA,Stream,Summer,148,NA,9/3/2021,18:30:00,25.5,9/3/2021 18:30,up,17.96,7.92,327.6,763.57,0.26,(09/03/21 18:30:00),741.4037688,7.558991728
,SHA,Stream,Summer,149,NA,9/3/2021,18:40:00,25.7,9/3/2021 18:40,up,17.91,7.75,275.1,763.5,0.26,(09/03/21 18:40:00),741.3320492,7.457413423
,SHA,Stream,Summer,150,NA,9/3/2021,18:50:00,25.8,9/3/2021 18:50,up,17.87,7.62,239.4,763.2,0.26,(09/03/21 18:50:00),741.0377584,7.348060638
,SHA,Stream,Summer,151,NA,9/3/2021,19:00:00,26,9/3/2021 19:00,up,17.83,7.5,197.4,763.27,0.26,(09/03/21 19:00:00),741.1027235,7.233499973
,SHA,Stream,Summer,152,NA,9/3/2021,19:10:00,26.2,9/3/2021 19:10,up,17.79,7.4,184.8,763.35,0.26,(09/03/21 19:10:00),741.1773967,7.11863358
,SHA,Stream,Summer,153,NA,9/3/2021,19:20:00,26.3,9/3/2021 19:20,up,17.76,7.28,153.3,763.27,0.26,(09/03/21 19:20:00),741.0974677,7.005316723
,SHA,Stream,Summer,154,NA,9/3/2021,19:30:00,26.5,9/3/2021 19:30,up,17.72,7.17,132.3,763.35,0.26,(09/03/21 19:30:00),741.1721389,6.891794025
,SHA,Stream,Summer,155,NA,9/3/2021,19:40:00,26.7,9/3/2021 19:40,up,17.69,7.04,81.9,763.5,0.26,(09/03/21 19:40:00),741.3155264,6.77470781
,SHA,Stream,Summer,156,NA,9/3/2021,19:50:00,26.8,9/3/2021 19:50,up,17.65,6.92,65.1,763.42,0.26,(09/03/21 19:50:00),741.2348444,6.654980451
,SHA,Stream,Summer,157,NA,9/3/2021,20:00:00,27,9/3/2021 20:00,up,17.61,6.77,79.8,763.57,0.26,(09/03/21 20:00:00),741.3774775,6.545017823
,SHA,Stream,Summer,158,NA,9/3/2021,20:10:00,27.2,9/3/2021 20:10,up,17.57,6.68,67.2,763.5,0.26,(09/03/21 20:10:00),741.3065036,6.444796133
,SHA,Stream,Summer,159,NA,9/3/2021,20:20:00,27.3,9/3/2021 20:20,up,17.52,6.55,71.4,763.5,0.26,(09/03/21 20:20:00),741.3027419,6.351491239
,SHA,Stream,Summer,160,NA,9/3/2021,20:30:00,27.5,9/3/2021 20:30,up,17.49,6.48,65.1,763.5,0.26,(09/03/21 20:30:00),741.3004843,6.265781983
,SHA,Stream,Summer,161,NA,9/3/2021,20:40:00,27.7,9/3/2021 20:40,up,17.45,6.35,88.2,763.35,0.26,(09/03/21 20:40:00),741.1518354,6.190347128
,SHA,Stream,Summer,162,NA,9/3/2021,20:50:00,27.8,9/3/2021 20:50,up,17.4,6.25,48.3,763.42,0.26,(09/03/21 20:50:00),741.2160355,6.1182023
,SHA,Stream,Summer,163,NA,9/3/2021,21:00:00,28,9/3/2021 21:00,up,17.36,6.15,37.8,763.27,0.26,(09/03/21 21:00:00),741.0673864,6.04287023
,SHA,Stream,Summer,164,NA,9/3/2021,21:10:00,28.2,9/3/2021 21:10,up,17.32,6.04,23.1,763.05,0.26,(09/03/21 21:10:00),740.8507742,5.969069593
,SHA,Stream,Summer,165,NA,9/3/2021,21:20:00,28.3,9/3/2021 21:20,up,17.28,5.97,4.2,763.2,0.26,(09/03/21 21:20:00),740.9933971,5.895249084
,SHA,Stream,Summer,166,NA,9/3/2021,21:30:00,28.5,9/3/2021 21:30,up,17.24,5.88,4.2,763.12,0.26,(09/03/21 21:30:00),740.9127112,5.824208855
,SHA,Stream,Summer,167,NA,9/3/2021,21:40:00,28.7,9/3/2021 21:40,up,17.2,5.79,4.2,763.2,0.26,(09/03/21 21:40:00),740.9873683,5.759202068
,SHA,Stream,Summer,168,NA,9/3/2021,21:50:00,28.8,9/3/2021 21:50,up,17.17,5.71,2.1,763.27,0.26,(09/03/21 21:50:00),741.0530692,5.699415729
,SHA,Stream,Summer,169,NA,9/3/2021,22:00:00,29,9/3/2021 22:00,up,17.13,5.63,2.1,763.42,0.26,(09/03/21 22:00:00),741.1956859,5.6443795
,SHA,Stream,Summer,170,NA,9/3/2021,22:10:00,29.2,9/3/2021 22:10,up,17.1,5.57,2.1,763.42,0.26,(09/03/21 22:10:00),741.1934226,5.594138953
,SHA,Stream,Summer,171,NA,9/3/2021,22:20:00,29.3,9/3/2021 22:20,up,17.07,5.51,2.1,763.42,0.26,(09/03/21 22:20:00),741.1911588,5.548149628
,SHA,Stream,Summer,172,NA,9/3/2021,22:30:00,29.5,9/3/2021 22:30,up,17.05,5.44,2.1,763.35,0.26,(09/03/21 22:30:00),741.1216876,5.506033884
,SHA,Stream,Summer,173,NA,9/3/2021,22:40:00,29.7,9/3/2021 22:40,up,17.02,5.38,2.1,763.27,0.26,(09/03/21 22:40:00),741.0417531,5.467354655
,SHA,Stream,Summer,174,NA,9/3/2021,22:50:00,29.8,9/3/2021 22:50,up,17,5.35,2.1,763.27,0.26,(09/03/21 22:50:00),741.0402434,5.431951259
,SHA,Stream,Summer,175,NA,9/3/2021,23:00:00,30,9/3/2021 23:00,up,16.98,5.23,2.1,763.27,0.26,(09/03/21 23:00:00),741.0387335,5.399520781
,SHA,Stream,Summer,176,NA,9/3/2021,23:10:00,30.2,9/3/2021 23:10,up,16.96,5.23,2.1,763.42,0.26,(09/03/21 23:10:00),741.1828541,5.369898299
,SHA,Stream,Summer,177,NA,9/3/2021,23:20:00,30.3,9/3/2021 23:20,up,16.94,5.15,2.1,763.42,0.26,(09/03/21 23:20:00),741.1813435,5.342856927
,SHA,Stream,Summer,178,NA,9/3/2021,23:30:00,30.5,9/3/2021 23:30,up,16.92,5.14,2.1,763.5,0.26,(09/03/21 23:30:00),741.2575022,5.318153086
,SHA,Stream,Summer,179,NA,9/3/2021,23:40:00,30.7,9/3/2021 23:40,up,16.91,5.11,2.1,763.42,0.26,(09/03/21 23:40:00),741.1790773,5.295567151
,SHA,Stream,Summer,180,NA,9/3/2021,23:50:00,30.8,9/3/2021 23:50,up,16.89,5.08,2.1,763.5,0.26,(09/03/21 23:50:00),741.2552353,5.27484116
,SHA,Stream,Summer,181,NA,9/4/2021,0:00:00,31,9/4/2021 0:00,up,16.88,5.02,2.1,763.57,0.26,(09/04/21 00:00:00),741.3224401,5.255988987
,SHA,Stream,Summer,182,NA,9/4/2021,0:10:00,31.2,9/4/2021 0:10,up,16.86,5,2.1,763.65,0.26,(09/04/21 00:10:00),741.3985973,5.23877142
,SHA,Stream,Summer,183,NA,9/4/2021,0:20:00,31.3,9/4/2021 0:20,up,16.85,4.95,2.1,763.65,0.26,(09/04/21 00:20:00),741.3978413,5.223111012
,SHA,Stream,Summer,184,NA,9/4/2021,0:30:00,31.5,9/4/2021 0:30,up,16.84,4.9,2.1,763.65,0.26,(09/04/21 00:30:00),741.3970852,5.208764483
,SHA,Stream,Summer,185,NA,9/4/2021,0:40:00,31.7,9/4/2021 0:40,up,16.83,4.85,2.1,763.57,0.26,(09/04/21 00:40:00),741.3186604,5.195586409
,SHA,Stream,Summer,186,NA,9/4/2021,0:50:00,31.8,9/4/2021 0:50,up,16.82,4.81,2.1,763.8,0.26,(09/04/21 00:50:00),741.5412016,5.1835988
,SHA,Stream,Summer,187,NA,9/4/2021,1:00:00,32,9/4/2021 1:00,up,16.82,4.78,2.1,763.95,0.26,(09/04/21 01:00:00),741.6868303,5.172834346
,SHA,Stream,Summer,188,NA,9/4/2021,1:10:00,32.2,9/4/2021 1:10,up,16.81,4.76,2.1,763.8,0.26,(09/04/21 01:10:00),741.5404452,5.162913671
,SHA,Stream,Summer,189,NA,9/4/2021,1:20:00,32.3,9/4/2021 1:20,up,16.79,4.75,2.1,763.8,0.26,(09/04/21 01:20:00),741.5389324,5.153759482
,SHA,Stream,Summer,190,NA,9/4/2021,1:30:00,32.5,9/4/2021 1:30,up,16.78,4.68,2.1,763.8,0.26,(09/04/21 01:30:00),741.5381758,5.145476924
,SHA,Stream,Summer,191,NA,9/4/2021,1:40:00,32.7,9/4/2021 1:40,up,16.78,4.75,2.1,763.8,0.26,(09/04/21 01:40:00),741.5381758,5.137931182
,SHA,Stream,Summer,192,NA,9/4/2021,1:50:00,32.8,9/4/2021 1:50,up,16.77,4.75,2.1,763.72,0.26,(09/04/21 01:50:00),741.459751,5.130931499
,SHA,Stream,Summer,193,NA,9/4/2021,2:00:00,33,9/4/2021 2:00,up,16.76,4.76,2.1,763.65,0.26,(09/04/21 02:00:00),741.3910348,5.12447754
,SHA,Stream,Summer,194,NA,9/4/2021,2:10:00,33.2,9/4/2021 2:10,up,16.75,4.78,2.1,763.65,0.26,(09/04/21 02:10:00),741.3902783,5.118565843
,SHA,Stream,Summer,195,NA,9/4/2021,2:20:00,33.3,9/4/2021 2:20,up,16.74,4.8,2.1,763.57,0.26,(09/04/21 02:20:00),741.3118537,5.11314804
,SHA,Stream,Summer,196,NA,9/4/2021,2:30:00,33.5,9/4/2021 2:30,up,16.73,4.8,2.1,763.5,0.26,(09/04/21 02:30:00),741.2431378,5.108149516
,SHA,Stream,Summer,197,NA,9/4/2021,2:40:00,33.7,9/4/2021 2:40,up,16.72,4.84,2.1,763.57,0.26,(09/04/21 02:40:00),741.3103406,5.103612089
,SHA,Stream,Summer,198,NA,9/4/2021,2:50:00,33.8,9/4/2021 2:50,up,16.71,4.85,2.1,763.57,0.26,(09/04/21 02:50:00),741.3095839,5.099534084
,SHA,Stream,Summer,199,NA,9/4/2021,3:00:00,34,9/4/2021 3:00,up,16.69,4.85,2.1,763.42,0.26,(09/04/21 03:00:00),741.1624437,5.095753895
,SHA,Stream,Summer,200,NA,9/4/2021,3:10:00,34.2,9/4/2021 3:10,up,16.69,4.88,2.1,763.35,0.26,(09/04/21 03:10:00),741.0944846,5.092320142
,SHA,Stream,Summer,201,NA,9/4/2021,3:20:00,34.3,9/4/2021 3:20,up,16.68,4.88,2.1,763.35,0.26,(09/04/21 03:20:00),741.093728,5.089108863
,SHA,Stream,Summer,202,NA,9/4/2021,3:30:00,34.5,9/4/2021 3:30,up,16.67,4.89,2.1,763.2,0.26,(09/04/21 03:30:00),740.9473449,5.086140665
,SHA,Stream,Summer,203,NA,9/4/2021,3:40:00,34.7,9/4/2021 3:40,up,16.66,4.9,2.1,763.2,0.26,(09/04/21 03:40:00),740.9465884,5.083396156
,SHA,Stream,Summer,204,NA,9/4/2021,3:50:00,34.8,9/4/2021 3:50,up,16.65,4.89,2.1,763.05,0.26,(09/04/21 03:50:00),740.8002056,5.080857463
,SHA,Stream,Summer,205,NA,9/4/2021,4:00:00,35,9/4/2021 4:00,up,16.64,4.92,2.1,762.82,0.26,(09/04/21 04:00:00),740.5761559,5.078392724
,SHA,Stream,Summer,206,NA,9/4/2021,4:10:00,35.2,9/4/2021 4:10,up,16.63,4.93,2.1,762.67,0.26,(09/04/21 04:10:00),740.4297738,5.075995986
,SHA,Stream,Summer,207,NA,9/4/2021,4:20:00,35.3,9/4/2021 4:20,up,16.62,4.95,2.1,762.6,0.26,(09/04/21 04:20:00),740.3610589,5.073742057
,SHA,Stream,Summer,208,NA,9/4/2021,4:30:00,35.5,9/4/2021 4:30,up,16.61,4.94,2.1,762.6,0.26,(09/04/21 04:30:00),740.3603027,5.071694794
,SHA,Stream,Summer,209,NA,9/4/2021,4:40:00,35.7,9/4/2021 4:40,up,16.6,4.82,2.1,762.6,0.26,(09/04/21 04:40:00),740.3595464,5.069872855
,SHA,Stream,Summer,210,NA,9/4/2021,4:50:00,35.8,9/4/2021 4:50,up,16.6,4.98,2.1,762.6,0.26,(09/04/21 04:50:00),740.3595464,5.068273629
,SHA,Stream,Summer,211,NA,9/4/2021,5:00:00,36,9/4/2021 5:00,up,16.59,4.98,2.1,762.6,0.26,(09/04/21 05:00:00),740.3587901,5.066785569
,SHA,Stream,Summer,212,NA,9/4/2021,5:10:00,36.2,9/4/2021 5:10,up,16.57,4.97,2.1,762.52,0.26,(09/04/21 05:10:00),740.2796107,5.065422795
,SHA,Stream,Summer,213,NA,9/4/2021,5:20:00,36.3,9/4/2021 5:20,up,16.57,4.98,2.1,762.52,0.26,(09/04/21 05:20:00),740.2796107,5.064284788
,SHA,Stream,Summer,214,NA,9/4/2021,5:30:00,36.5,9/4/2021 5:30,up,16.55,4.99,2.1,762.52,0.26,(09/04/21 05:30:00),740.2780979,5.063205669
,SHA,Stream,Summer,215,NA,9/4/2021,5:40:00,36.7,9/4/2021 5:40,up,16.54,5,2.1,762.6,0.26,(09/04/21 05:40:00),740.3550078,5.06239352
,SHA,Stream,Summer,216,NA,9/4/2021,5:50:00,36.8,9/4/2021 5:50,up,16.53,4.99,2.1,762.45,0.26,(09/04/21 05:50:00),740.2086268,5.061673348
,SHA,Stream,Summer,217,NA,9/4/2021,6:00:00,37,9/4/2021 6:00,up,16.53,5.02,2.1,762.37,0.26,(09/04/21 06:00:00),740.1309605,5.060973318
,TIP,River,Spring,1,NA,5/3/2023,18:43:00,0.8,5/3/2023 18:43,up,11.133,11.872,759.7496,322.6977951,0.81,(05/03/23 18:43:00),737.1725581,11.872
,TIP,River,Spring,2,NA,5/3/2023,18:53:00,0.9,5/3/2023 18:53,up,10.627,11.7715,759.7496,847.3029679,0.81,(05/03/23 18:53:00),737.1329057,11.86298157
,TIP,River,Spring,3,NA,5/3/2023,19:03:00,1.1,5/3/2023 19:03,up,10.455,11.77675,759.82326,786.0227359,0.81,(05/03/23 19:03:00),737.1908612,11.86014131
,TIP,River,Spring,4,NA,5/3/2023,19:13:00,1.3,5/3/2023 19:13,up,10.409,11.846375,759.82326,786.0227359,0.81,(05/03/23 19:13:00),737.1872449,11.85652073
,TIP,River,Spring,5,NA,5/3/2023,19:23:00,1.4,5/3/2023 19:23,up,10.373,11.8991875,759.97312,267.3075456,0.81,(05/03/23 19:23:00),737.3298088,11.84608705
,TIP,River,Spring,6,NA,5/3/2023,19:33:00,1.6,5/3/2023 19:33,up,10.4,12.02259375,760.19918,207.4311437,0.81,(05/03/23 19:33:00),737.5512578,11.82805008
,TIP,River,Spring,7,NA,5/3/2023,19:43:00,1.8,5/3/2023 19:43,up,10.382,12.06279688,760.19918,207.4311437,0.81,(05/03/23 19:43:00),737.5498416,11.80924055
,TIP,River,Spring,8,NA,5/3/2023,19:53:00,1.9,5/3/2023 19:53,up,10.355,11.97989844,760.27284,182.0401312,0.81,(05/03/23 19:53:00),737.6191821,11.79011773
,TIP,River,Spring,9,NA,5/3/2023,20:03:00,2.1,5/3/2023 20:03,up,10.391,12.00144922,760.27284,148.2566567,0.81,(05/03/23 20:03:00),737.6220151,11.77023028
,TIP,River,Spring,10,NA,5/3/2023,20:13:00,2.3,5/3/2023 20:13,up,10.346,11.87872461,760.4227,148.2566567,0.81,(05/03/23 20:13:00),737.7638683,11.74991711
,TIP,River,Spring,11,NA,5/3/2023,20:23:00,2.4,5/3/2023 20:23,up,10.346,11.9393623,760.4989,109.7734035,0.81,(05/03/23 20:23:00),737.8377977,11.7291198
,TIP,River,Spring,12,NA,5/3/2023,20:33:00,2.6,5/3/2023 20:33,up,10.346,11.98418115,760.4989,66.92607004,0.81,(05/03/23 20:33:00),737.8377977,11.7072694
,TIP,River,Spring,13,NA,5/3/2023,20:43:00,2.8,5/3/2023 20:43,up,10.309,11.99659058,760.64876,66.92607004,0.81,(05/03/23 20:43:00),737.9802781,11.68487818
,TIP,River,Spring,14,NA,5/3/2023,20:53:00,2.9,5/3/2023 20:53,up,10.318,11.91829529,760.72242,28.04608225,0.81,(05/03/23 20:53:00),738.0524519,11.66199731
,TIP,River,Spring,15,NA,5/3/2023,21:03:00,3.1,5/3/2023 21:03,up,10.291,11.80364764,760.79862,5.798428321,0.81,(05/03/23 21:03:00),738.1242539,11.63833369
,TIP,River,Spring,16,NA,5/3/2023,21:13:00,3.3,5/3/2023 21:13,up,10.282,11.94382382,760.87228,5.798428321,0.81,(05/03/23 21:13:00),738.1950093,11.61440105
,TIP,River,Spring,17,NA,5/3/2023,21:23:00,3.4,5/3/2023 21:23,up,10.255,11.98541191,760.79862,0.427252613,0.81,(05/03/23 21:23:00),738.1214169,11.59042115
,TIP,River,Spring,18,NA,5/3/2023,21:33:00,3.6,5/3/2023 21:33,up,10.255,11.93820596,760.87228,0.030518044,0.81,(05/03/23 21:33:00),738.1928813,11.56638738
,TIP,River,Spring,19,NA,5/3/2023,21:43:00,3.8,5/3/2023 21:43,up,10.227,11.80060298,760.87228,0.030518044,0.81,(05/03/23 21:43:00),738.1906741,11.54237146
,TIP,River,Spring,20,NA,5/3/2023,21:53:00,3.9,5/3/2023 21:53,up,10.273,11.90280149,760.87228,0,0.81,(05/03/23 21:53:00),738.1943,11.51837185
,TIP,River,Spring,21,NA,5/3/2023,22:03:00,4.1,5/3/2023 22:03,up,10.209,11.78340074,761.02468,0,0.81,(05/03/23 22:03:00),738.3371117,11.49439485
,TIP,River,Spring,22,NA,5/3/2023,22:13:00,4.3,5/3/2023 22:13,up,10.2,11.63970037,760.94848,0,0.81,(05/03/23 22:13:00),738.2624736,11.47044513
,TIP,River,Spring,23,NA,5/3/2023,22:23:00,4.4,5/3/2023 22:23,up,10.191,11.56735019,760.94848,0,0.81,(05/03/23 22:23:00),738.2617638,11.44651615
,TIP,River,Spring,24,NA,5/3/2023,22:33:00,4.6,5/3/2023 22:33,up,10.2,11.73067509,761.02468,0,0.81,(05/03/23 22:33:00),738.3364019,11.42260669
,TIP,River,Spring,25,NA,5/3/2023,22:43:00,4.8,5/3/2023 22:43,up,10.2,11.79833755,761.02468,0,0.81,(05/03/23 22:43:00),738.3364019,11.39871593
,TIP,River,Spring,26,NA,5/3/2023,22:53:00,4.9,5/3/2023 22:53,up,10.2,11.85216877,761.02468,0,0.81,(05/03/23 22:53:00),738.3364019,11.37484434
,TIP,River,Spring,27,NA,5/3/2023,23:03:00,5.1,5/3/2023 23:03,up,10.191,11.66958439,760.94848,0,0.81,(05/03/23 23:03:00),738.2617638,11.35099248
,TIP,River,Spring,28,NA,5/3/2023,23:13:00,5.3,5/3/2023 23:13,up,10.164,11.78579219,760.87228,0,0.81,(05/03/23 23:13:00),738.1857063,11.32716284
,TIP,River,Spring,29,NA,5/3/2023,23:23:00,5.4,5/3/2023 23:23,up,10.182,11.7453961,760.94848,0,0.81,(05/03/23 23:23:00),738.261054,11.30335304
,TIP,River,Spring,30,NA,5/3/2023,23:33:00,5.6,5/3/2023 23:33,up,10.173,11.87069805,760.94848,0,0.81,(05/03/23 23:33:00),738.2603442,11.27956193
,TIP,River,Spring,31,NA,5/3/2023,23:43:00,5.8,5/3/2023 23:43,up,10.173,12.06734902,760.79862,0,0.81,(05/03/23 23:43:00),738.1149524,11.25578995
,TIP,River,Spring,32,NA,5/3/2023,23:53:00,5.9,5/3/2023 23:53,up,10.145,11.94417451,760.87228,0,0.81,(05/03/23 23:53:00),738.1842077,11.23203967
,TIP,River,Spring,33,NA,5/4/2023,0:03:00,6.1,5/4/2023 0:03,up,10.173,11.85058726,760.87228,0,0.81,(05/04/23 00:03:00),738.1864161,11.20830863
,TIP,River,Spring,34,NA,5/4/2023,0:13:00,6.3,5/4/2023 0:13,up,10.191,11.72379363,760.79862,0,0.81,(05/04/23 00:13:00),738.1163717,11.18459135
,TIP,River,Spring,35,NA,5/4/2023,0:23:00,6.4,5/4/2023 0:23,up,10.182,11.74489681,760.87228,0,0.81,(05/04/23 00:23:00),738.1871259,11.16089222
,TIP,River,Spring,36,NA,5/4/2023,0:33:00,6.6,5/4/2023 0:33,up,10.173,11.56344841,760.94848,0,0.81,(05/04/23 00:33:00),738.2603442,11.13721486
,TIP,River,Spring,37,NA,5/4/2023,0:43:00,6.8,5/4/2023 0:43,up,10.182,11.5327242,760.87228,0,0.81,(05/04/23 00:43:00),738.1871259,11.11355644
,TIP,River,Spring,38,NA,5/4/2023,0:53:00,6.9,5/4/2023 0:53,up,10.191,11.6623621,760.87228,0,0.81,(05/04/23 00:53:00),738.1878357,11.08991465
,TIP,River,Spring,39,NA,5/4/2023,1:03:00,7.1,5/4/2023 1:03,up,10.191,11.75468105,760.94848,0,0.81,(05/04/23 01:03:00),738.2617638,11.06629135
,TIP,River,Spring,40,NA,5/4/2023,1:13:00,7.3,5/4/2023 1:13,up,10.218,11.55684053,760.94848,0,0.81,(05/04/23 01:13:00),738.263893,11.04268458
,TIP,River,Spring,41,NA,5/4/2023,1:23:00,7.4,5/4/2023 1:23,up,10.191,11.49592026,760.94848,0,0.81,(05/04/23 01:23:00),738.2617638,11.01909683
,TIP,River,Spring,42,NA,5/4/2023,1:33:00,7.6,5/4/2023 1:33,up,10.218,11.34296013,760.94848,0,0.81,(05/04/23 01:33:00),738.263893,10.99552794
,TIP,River,Spring,43,NA,5/4/2023,1:43:00,7.8,5/4/2023 1:43,up,10.2,11.52798007,760.94848,0,0.81,(05/04/23 01:43:00),738.2624736,10.97197708
,TIP,River,Spring,44,NA,5/4/2023,1:53:00,7.9,5/4/2023 1:53,up,10.2,11.30099003,761.02468,0,0.81,(05/04/23 01:53:00),738.3364019,10.9484474
,TIP,River,Spring,45,NA,5/4/2023,2:03:00,8.1,5/4/2023 2:03,up,10.173,11.37649502,760.94848,0,0.81,(05/04/23 02:03:00),738.2603442,10.92493938
,TIP,River,Spring,46,NA,5/4/2023,2:13:00,8.3,5/4/2023 2:13,up,10.191,11.33674751,761.02468,0,0.81,(05/04/23 02:13:00),738.335692,10.90145113
,TIP,River,Spring,47,NA,5/4/2023,2:23:00,8.4,5/4/2023 2:23,up,10.164,11.36937375,760.87228,0,0.81,(05/04/23 02:23:00),738.1857063,10.87798218
,TIP,River,Spring,48,NA,5/4/2023,2:33:00,8.6,5/4/2023 2:33,up,10.209,11.39968688,760.94848,0,0.81,(05/04/23 02:33:00),738.2631833,10.8545298
,TIP,River,Spring,49,NA,5/4/2023,2:43:00,8.8,5/4/2023 2:43,up,10.2,11.27134344,761.02468,0,0.81,(05/04/23 02:43:00),738.3364019,10.83109342
,TIP,River,Spring,50,NA,5/4/2023,2:53:00,8.9,5/4/2023 2:53,up,10.182,11.34267172,761.02468,0,0.81,(05/04/23 02:53:00),738.3349822,10.80767901
,TIP,River,Spring,51,NA,5/4/2023,3:03:00,9.1,5/4/2023 3:03,up,10.164,11.43133586,761.02468,0,0.81,(05/04/23 03:03:00),738.3335623,10.78428701
,TIP,River,Spring,52,NA,5/4/2023,3:13:00,9.3,5/4/2023 3:13,up,10.191,11.43116793,761.02468,0,0.81,(05/04/23 03:13:00),738.335692,10.76091293
,TIP,River,Spring,53,NA,5/4/2023,3:23:00,9.4,5/4/2023 3:23,up,10.191,11.24358396,761.02468,0,0.81,(05/04/23 03:23:00),738.335692,10.73755483
,TIP,River,Spring,54,NA,5/4/2023,3:33:00,9.6,5/4/2023 3:33,up,10.2,11.22529198,761.09834,0,0.81,(05/04/23 03:33:00),738.4078659,10.71421502
,TIP,River,Spring,55,NA,5/4/2023,3:43:00,9.8,5/4/2023 3:43,up,10.191,11.19864599,761.02468,0,0.81,(05/04/23 03:43:00),738.335692,10.69089388
,TIP,River,Spring,56,NA,5/4/2023,3:53:00,9.9,5/4/2023 3:53,up,10.2,11.113323,761.02468,0,0.81,(05/04/23 03:53:00),738.3364019,10.66759107
,TIP,River,Spring,57,NA,5/4/2023,4:03:00,10.1,5/4/2023 4:03,up,10.218,11.0241615,761.09834,0,0.81,(05/04/23 04:03:00),738.4092855,10.64430473
,TIP,River,Spring,58,NA,5/4/2023,4:13:00,10.3,5/4/2023 4:13,up,10.173,11.13658075,761.09834,0,0.81,(05/04/23 04:13:00),738.405736,10.62103996
